city_development_index,gender,relevent_experience,enrolled_university,education_level,experience,company_size,last_new_job,training_hours,target
0.92,Male,Has relevent experience,no_enrollment,Graduate,7,5000-9999,4,86,0
0.887,Male,No relevent experience,Full time course,Graduate,4,,1,52,1
0.897,,Has relevent experience,no_enrollment,Masters,14,,>4,21,0
0.926,Male,No relevent experience,no_enrollment,Graduate,3,1000-4999,1,86,0
0.897,Male,No relevent experience,Full time course,Masters,5,,4,288,1
0.91,Male,Has relevent experience,no_enrollment,Masters,>20,100-500,>4,53,0
0.939,Male,Has relevent experience,no_enrollment,Graduate,17,50-99,1,60,0
0.91,Male,Has relevent experience,no_enrollment,Masters,18,,>4,178,0
0.939,Male,Has relevent experience,no_enrollment,Phd,>20,50-99,2,166,0
0.924,Male,Has relevent experience,no_enrollment,Phd,>20,,1,62,0
0.624,Male,Has relevent experience,Full time course,Graduate,7,10000+,1,35,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,17,100-500,>4,106,0
0.836,Male,No relevent experience,no_enrollment,Graduate,6,<10,never,58,0
0.698,Male,Has relevent experience,Full time course,Masters,,,,44,1
0.91,Male,Has relevent experience,,Masters,6,50-99,1,72,0
0.92,,Has relevent experience,no_enrollment,High School,18,10000+,1,80,0
0.939,Male,Has relevent experience,no_enrollment,Masters,16,5000-9999,2,166,0
0.895,,Has relevent experience,no_enrollment,Masters,>20,100-500,1,25,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,>20,10000+,never,109,0
0.884,Male,Has relevent experience,no_enrollment,Graduate,1,<10,1,37,0
0.55,,No relevent experience,Full time course,Graduate,4,,never,55,1
0.92,Male,No relevent experience,,,3,,never,32,0
0.89,Male,No relevent experience,no_enrollment,Graduate,9,50-99,3,51,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,16,50-99,1,84,0
0.926,Male,Has relevent experience,no_enrollment,Graduate,>20,500-999,1,72,0
0.887,Male,Has relevent experience,no_enrollment,High School,>20,100-500,1,47,0
0.855,Male,No relevent experience,Full time course,Graduate,12,,4,47,0
0.754,Male,Has relevent experience,,High School,6,<10,2,20,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,8,,1,198,1
0.92,Male,No relevent experience,no_enrollment,Graduate,2,1000-4999,1,64,0
0.896,Male,Has relevent experience,no_enrollment,Masters,15,10000+,>4,23,1
0.884,Male,No relevent experience,Full time course,Masters,14,100-500,3,96,0
0.624,Male,No relevent experience,no_enrollment,High School,2,,never,306,0
0.754,Male,Has relevent experience,no_enrollment,Graduate,9,<10,1,8,0
0.762,Male,Has relevent experience,no_enrollment,Graduate,>20,100-500,1,48,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,8,Oct-49,1,98,1
0.926,,No relevent experience,no_enrollment,Phd,7,500-999,never,46,0
0.92,Male,No relevent experience,Full time course,Graduate,1,,1,53,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,>20,<10,1,102,0
0.92,,No relevent experience,Full time course,Graduate,4,,1,76,0
0.92,Male,No relevent experience,no_enrollment,Primary School,1,,never,43,0
0.92,Male,No relevent experience,no_enrollment,Graduate,>20,50-99,>4,32,0
0.855,,Has relevent experience,no_enrollment,Graduate,5,,1,54,0
0.767,,Has relevent experience,Full time course,Masters,8,Oct-49,1,7,0
0.884,Female,Has relevent experience,no_enrollment,Masters,3,,2,322,1
0.847,,Has relevent experience,no_enrollment,,>20,500-999,never,96,0
0.92,Female,Has relevent experience,Full time course,Graduate,4,5000-9999,1,7,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,16,Oct-49,1,53,0
0.855,Male,Has relevent experience,no_enrollment,Graduate,10,Oct-49,1,161,0
0.897,Male,No relevent experience,no_enrollment,Masters,8,Oct-49,1,11,0
0.827,,Has relevent experience,no_enrollment,Graduate,9,100-500,2,6,0
0.624,Male,No relevent experience,Full time course,Graduate,1,50-99,1,72,1
0.794,Female,Has relevent experience,no_enrollment,Masters,6,50-99,1,182,0
0.939,Male,Has relevent experience,no_enrollment,Graduate,>20,5000-9999,>4,67,0
0.527,Female,No relevent experience,no_enrollment,Graduate,1,,1,50,0
0.884,Female,No relevent experience,Part time course,Graduate,5,100-500,1,16,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,>20,10000+,>4,38,0
0.92,Other,Has relevent experience,no_enrollment,Graduate,5,Oct-49,1,98,0
0.698,Male,No relevent experience,Part time course,Graduate,4,,2,7,1
0.92,Male,No relevent experience,Full time course,Graduate,2,,1,88,0
0.884,Male,Has relevent experience,no_enrollment,Masters,4,100-500,2,112,0
0.766,Other,Has relevent experience,Full time course,Graduate,15,5000-9999,never,30,1
0.738,,Has relevent experience,no_enrollment,Graduate,9,50-99,1,9,0
0.855,Other,No relevent experience,Full time course,High School,4,10000+,1,36,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,19,100-500,4,24,0
0.92,Male,Has relevent experience,no_enrollment,Masters,2,10000+,1,28,0
0.878,Male,Has relevent experience,Part time course,Graduate,10,50-99,1,166,0
0.624,Male,Has relevent experience,Full time course,Masters,10,50-99,2,61,1
0.762,Male,Has relevent experience,no_enrollment,Graduate,>20,50-99,3,24,0
0.91,Male,No relevent experience,Full time course,Graduate,10,,1,8,1
0.903,Male,Has relevent experience,no_enrollment,Graduate,9,,1,133,0
0.855,Male,Has relevent experience,no_enrollment,Graduate,14,,>4,143,0
0.878,Male,Has relevent experience,no_enrollment,Graduate,>20,Oct-49,>4,29,0
0.92,,Has relevent experience,no_enrollment,Graduate,7,10000+,1,53,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,9,10000+,>4,11,1
0.624,Male,Has relevent experience,no_enrollment,Graduate,4,50-99,1,7,0
0.762,Male,Has relevent experience,no_enrollment,Graduate,8,50-99,>4,87,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,8,Oct-49,1,18,0
0.827,Male,Has relevent experience,no_enrollment,Graduate,9,1000-4999,1,76,1
0.624,Male,Has relevent experience,no_enrollment,Graduate,6,10000+,1,114,0
0.92,,No relevent experience,Full time course,High School,5,,,56,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,7,50-99,>4,30,0
0.923,Male,Has relevent experience,no_enrollment,Graduate,>20,500-999,>4,80,0
0.776,Male,Has relevent experience,Full time course,Graduate,14,1000-4999,never,52,0
0.624,Female,Has relevent experience,no_enrollment,Graduate,<1,50-99,1,13,0
0.767,,Has relevent experience,no_enrollment,Graduate,4,100-500,never,42,0
0.767,,Has relevent experience,Part time course,Masters,6,50-99,1,56,1
0.624,Male,No relevent experience,no_enrollment,Primary School,2,,never,12,1
0.836,Male,Has relevent experience,no_enrollment,Masters,2,100-500,1,36,0
0.926,Male,Has relevent experience,no_enrollment,Masters,>20,1000-4999,>4,67,0
0.624,,Has relevent experience,no_enrollment,Graduate,8,50-99,1,13,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,9,,1,100,0
0.91,Male,Has relevent experience,no_enrollment,Phd,15,10000+,1,58,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,7,100-500,1,18,1
0.624,,Has relevent experience,no_enrollment,Masters,2,10000+,2,90,1
0.64,,No relevent experience,no_enrollment,Masters,6,10000+,1,59,0
0.804,,Has relevent experience,no_enrollment,Masters,2,10000+,2,35,0
0.802,Male,Has relevent experience,Full time course,Graduate,<1,10000+,2,11,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,4,,2,15,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,10,50-99,>4,206,0
0.647,,Has relevent experience,no_enrollment,Masters,9,50-99,1,130,0
0.92,,No relevent experience,,,1,,never,30,0
0.939,Male,Has relevent experience,no_enrollment,Masters,>20,10000+,>4,88,0
0.624,,No relevent experience,no_enrollment,Masters,<1,10000+,1,18,0
0.624,,Has relevent experience,no_enrollment,Graduate,8,Oct-49,1,41,0
0.926,Male,Has relevent experience,Part time course,Masters,14,10000+,2,16,0
0.924,Male,Has relevent experience,no_enrollment,Graduate,>20,1000-4999,>4,95,0
0.624,Male,No relevent experience,no_enrollment,Graduate,6,,1,53,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,>20,,>4,220,1
0.855,,Has relevent experience,no_enrollment,Masters,>20,50-99,2,21,0
0.795,Male,Has relevent experience,no_enrollment,Masters,>20,100-500,>4,94,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,17,Oct-49,3,20,0
0.558,Male,No relevent experience,no_enrollment,Graduate,8,,never,47,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,>20,,2,60,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,6,10000+,4,78,1
0.92,,No relevent experience,no_enrollment,Graduate,4,10000+,1,5,0
0.794,Male,Has relevent experience,no_enrollment,,6,50-99,1,20,0
0.939,Male,Has relevent experience,no_enrollment,Graduate,>20,10000+,3,2,0
0.794,Female,Has relevent experience,Full time course,Graduate,9,100-500,>4,206,0
0.855,Male,No relevent experience,no_enrollment,High School,12,,1,90,0
0.682,Male,Has relevent experience,no_enrollment,Graduate,12,100-500,3,25,0
0.624,Male,Has relevent experience,Full time course,Graduate,5,Oct-49,1,8,1
0.926,Male,Has relevent experience,no_enrollment,Graduate,9,500-999,2,22,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,19,100-500,>4,90,0
0.91,,Has relevent experience,no_enrollment,Graduate,9,<10,1,56,0
0.92,Male,Has relevent experience,Full time course,High School,10,,2,81,1
0.926,Male,Has relevent experience,no_enrollment,Graduate,7,<10,1,120,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,4,50-99,never,18,1
0.887,,Has relevent experience,no_enrollment,High School,>20,50-99,never,19,0
0.802,Male,Has relevent experience,Full time course,Graduate,8,5000-9999,2,314,0
0.939,,No relevent experience,no_enrollment,Graduate,>20,,2,15,0
0.91,Male,No relevent experience,Full time course,Graduate,2,,never,10,0
0.754,,Has relevent experience,Part time course,Graduate,3,50-99,>4,39,0
0.624,Male,Has relevent experience,no_enrollment,Masters,8,,1,25,1
0.558,Male,No relevent experience,no_enrollment,Graduate,<1,<10,1,146,1
0.624,Male,Has relevent experience,no_enrollment,Graduate,3,,1,26,0
0.796,Male,Has relevent experience,no_enrollment,Graduate,11,100-500,>4,25,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,>20,50-99,>4,50,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,9,10000+,>4,30,0
0.698,Male,Has relevent experience,no_enrollment,Graduate,18,10000+,4,39,0
0.624,,No relevent experience,Full time course,High School,<1,,never,56,1
0.624,,Has relevent experience,no_enrollment,Graduate,3,50-99,1,82,1
0.624,,Has relevent experience,no_enrollment,Graduate,7,10000+,2,32,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,>20,50-99,1,43,1
0.55,Male,Has relevent experience,no_enrollment,,15,100-500,>4,15,1
0.74,Male,No relevent experience,no_enrollment,Graduate,4,,1,21,1
0.855,Male,Has relevent experience,no_enrollment,Graduate,9,10000+,2,226,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,14,,1,60,0
0.579,Male,Has relevent experience,no_enrollment,Graduate,2,,1,9,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,7,50-99,1,50,0
0.754,Male,No relevent experience,Part time course,High School,4,1000-4999,1,280,1
0.91,Male,Has relevent experience,no_enrollment,Graduate,3,50-99,2,91,0
0.624,Male,Has relevent experience,no_enrollment,Masters,5,100-500,1,15,1
0.92,Male,Has relevent experience,Full time course,Graduate,5,100-500,2,14,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,10,500-999,1,74,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,20,,2,43,1
0.926,Male,Has relevent experience,no_enrollment,Masters,14,500-999,1,52,0
0.939,,No relevent experience,no_enrollment,,1,,1,75,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,8,100-500,1,54,1
0.754,Male,No relevent experience,Part time course,Graduate,8,<10,1,50,0
0.698,Male,Has relevent experience,no_enrollment,Graduate,7,,never,100,0
0.895,Male,Has relevent experience,no_enrollment,Masters,17,<10,1,42,0
0.91,Male,Has relevent experience,no_enrollment,Phd,>20,100-500,4,11,0
0.91,Male,Has relevent experience,no_enrollment,Masters,10,50-99,2,74,0
0.802,Male,Has relevent experience,Full time course,High School,7,50-99,1,17,0
0.89,Male,Has relevent experience,Full time course,Graduate,9,50-99,>4,90,0
0.855,Male,No relevent experience,no_enrollment,Masters,>20,100-500,2,234,0
0.624,Male,No relevent experience,no_enrollment,Graduate,3,500-999,3,11,1
0.924,Male,Has relevent experience,no_enrollment,Masters,7,<10,1,163,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,10,50-99,4,9,0
0.855,Male,No relevent experience,no_enrollment,Graduate,5,,never,36,0
0.827,Male,Has relevent experience,Full time course,Graduate,5,Oct-49,1,6,0
0.939,Male,Has relevent experience,no_enrollment,Graduate,11,1000-4999,>4,72,0
0.926,Male,Has relevent experience,Part time course,Graduate,18,100-500,3,84,0
0.698,Male,Has relevent experience,no_enrollment,Graduate,14,50-99,>4,24,0
0.913,Male,Has relevent experience,no_enrollment,High School,>20,Oct-49,1,77,0
0.92,,Has relevent experience,no_enrollment,Graduate,20,10000+,>4,56,0
0.804,,Has relevent experience,no_enrollment,Graduate,13,50-99,1,22,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,17,50-99,2,8,0
0.865,Male,Has relevent experience,no_enrollment,Masters,>20,,>4,8,0
0.92,Male,No relevent experience,no_enrollment,Graduate,>20,,1,55,0
0.624,Male,Has relevent experience,Full time course,Graduate,9,100-500,1,74,1
0.624,,No relevent experience,Full time course,Masters,3,,1,57,1
0.624,Male,Has relevent experience,Full time course,Graduate,2,<10,1,36,0
0.92,,No relevent experience,,,2,,never,146,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,>20,100-500,>4,151,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,11,50-99,1,4,0
0.743,Male,Has relevent experience,no_enrollment,Masters,2,100-500,2,102,0
0.926,Male,Has relevent experience,no_enrollment,Graduate,7,10000+,3,29,0
0.91,Male,Has relevent experience,no_enrollment,Masters,>20,10000+,2,78,0
0.897,,Has relevent experience,no_enrollment,Masters,14,1000-4999,>4,84,0
0.624,Male,Has relevent experience,Full time course,Graduate,2,<10,2,141,1
0.924,Male,Has relevent experience,Full time course,High School,8,100-500,1,41,1
0.738,Male,Has relevent experience,Full time course,Graduate,5,,1,13,0
0.866,Male,Has relevent experience,no_enrollment,Masters,12,50-99,1,30,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,8,100-500,2,104,1
0.701,Male,No relevent experience,Full time course,Graduate,2,,1,108,0
0.89,,Has relevent experience,no_enrollment,Graduate,9,50-99,,62,0
0.91,,No relevent experience,no_enrollment,Primary School,8,50-99,2,21,0
0.884,Male,Has relevent experience,no_enrollment,Graduate,12,<10,1,98,0
0.91,Female,Has relevent experience,no_enrollment,Masters,5,,1,57,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,>20,,>4,44,1
0.92,Male,Has relevent experience,no_enrollment,Masters,>20,Oct-49,>4,9,0
0.802,,Has relevent experience,Full time course,Graduate,8,100-500,1,4,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,>20,<10,3,53,0
0.926,,Has relevent experience,no_enrollment,Masters,>20,500-999,>4,108,0
0.698,Female,No relevent experience,no_enrollment,Masters,7,,1,98,1
0.893,,Has relevent experience,no_enrollment,Graduate,5,<10,1,112,0
0.893,Male,Has relevent experience,no_enrollment,Masters,12,10000+,1,107,0
0.766,Male,Has relevent experience,no_enrollment,Graduate,>20,,1,28,1
0.926,Male,Has relevent experience,no_enrollment,Masters,>20,100-500,1,24,0
0.767,,Has relevent experience,,Graduate,>20,500-999,never,28,1
0.516,,Has relevent experience,Full time course,Graduate,4,,1,15,1
0.698,,No relevent experience,no_enrollment,High School,2,,never,76,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,12,1000-4999,>4,80,0
0.682,,No relevent experience,Full time course,Graduate,3,,,32,1
0.754,Male,Has relevent experience,no_enrollment,Graduate,>20,100-500,2,96,0
0.624,Male,No relevent experience,no_enrollment,Graduate,4,Oct-49,1,11,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,15,Oct-49,>4,46,0
0.624,Male,Has relevent experience,Full time course,Graduate,5,100-500,1,20,0
0.913,Male,Has relevent experience,no_enrollment,Graduate,8,100-500,4,46,0
0.92,Male,Has relevent experience,no_enrollment,Primary School,10,<10,1,14,0
0.91,Male,No relevent experience,Full time course,Graduate,<1,,1,44,0
0.92,,Has relevent experience,no_enrollment,Graduate,14,50-99,>4,27,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,11,10000+,>4,34,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,11,50-99,3,17,0
0.92,Female,No relevent experience,no_enrollment,Graduate,3,100-500,3,40,0
0.624,,No relevent experience,Full time course,Masters,3,,1,20,1
0.939,Male,No relevent experience,Full time course,Graduate,7,,2,31,1
0.762,Male,Has relevent experience,no_enrollment,Masters,8,1000-4999,1,45,0
0.855,Male,No relevent experience,no_enrollment,High School,11,,1,32,0
0.925,Male,Has relevent experience,no_enrollment,Graduate,8,50-99,2,85,0
0.666,Male,Has relevent experience,no_enrollment,Graduate,6,50-99,1,110,0
0.802,Male,Has relevent experience,no_enrollment,Masters,11,,2,35,0
0.762,Male,Has relevent experience,Full time course,Graduate,12,100-500,3,6,0
0.92,Male,Has relevent experience,no_enrollment,Masters,15,1000-4999,4,11,0
0.804,Male,Has relevent experience,no_enrollment,Masters,>20,,1,61,1
0.897,Male,Has relevent experience,no_enrollment,Masters,6,Oct-49,1,91,0
0.767,Male,Has relevent experience,no_enrollment,Graduate,>20,<10,2,28,0
0.92,,Has relevent experience,no_enrollment,Masters,>20,100-500,2,18,0
